,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
"E255  Gandhi Institute of Technology and MNGT.,Gitam off Campus  BANGALORE RURAL DIST",ZL CIVIL ENG. WITHCOMP.APPL,--,--,--,134653,--,--,--,--,--,--,--,--,--,--,--,131042,142882,144387,161988,--,--,260771,--,--
"E256  Rai Technology University  Mallohalli(V),Doddaballapur(T)",BW B Tech in CS,--,--,--,121561,--,--,--,--,--,--,--,--,104484,--,--,103255,--,116648,213688,--,--,253360,--,--
"E256  Rai Technology University  Mallohalli(V),Doddaballapur(T)",CW B Tech in IT,134347,--,--,140936,--,155154,120838,--,--,124539,--,--,122858,--,--,117737,166122,121249,243866,--,--,--,--,--
"E257  CMR University  CHAGALATTI, BANGALORE",AM B Tech in AM,61965,--,--,53009,--,61258,49451,--,--,43148,--,--,43411,58902,59298,38916,53007,50846,133647,135442,191868,158954,--,208285
"E257  CMR University  CHAGALATTI, BANGALORE",BB B Tech in EC,48856,--,--,48322,--,--,54771,200070,--,39407,--,55414,39915,--,--,36596,40933,40224,115024,--,148176,146238,--,--
"E257  CMR University  CHAGALATTI, BANGALORE",BQ B Tech in CG,--,--,108384,58528,--,--,62194,--,--,44805,--,--,44538,--,--,42913,61729,62949,168632,--,--,175768,--,--
"E257  CMR University  CHAGALATTI, BANGALORE",BV B Tech in CO,59779,--,--,63881,117928,69165,61519,--,--,53384,--,--,48165,--,73605,47371,54628,60227,137848,273519,190765,177867,--,--
"E257  CMR University  CHAGALATTI, BANGALORE",BW B Tech in CS,44356,--,44904,42151,52589,53780,39158,--,57381,33684,--,42024,36639,--,41934,31107,42447,40481,106674,157859,166297,117526,147689,170660
"E257  CMR University  CHAGALATTI, BANGALORE",BZ B Tech in DS,44857,--,--,47170,--,61811,45837,--,--,45311,100377,--,36641,53800,--,36355,67456,47910,105903,--,160447,147355,--,262850
"E257  CMR University  CHAGALATTI, BANGALORE","CA CS (AI, MachineLearning)",48466,--,102599,49024,100008,75751,54176,--,116937,35411,--,--,41083,--,57346,34209,44633,55852,109957,197209,--,76952,--,--
"E257  CMR University  CHAGALATTI, BANGALORE",CW B Tech in IT,55606,118312,68750,59561,--,68084,--,143370,230704,45762,--,--,46817,--,--,40355,--,53546,137099,--,196835,138297,--,--
"E258  Maharaja Institute of Technology  THANDAVAPURA, MYSORE","AD ArtificialIntel, Data Sc",53927,--,--,41466,54378,70432,49540,--,88095,40159,--,--,47172,--,--,38001,54215,52697,80717,168585,102233,63107,--,--
"E258  Maharaja Institute of Technology  THANDAVAPURA, MYSORE","CA CS (AI, MachineLearning)",69265,--,--,53607,--,61355,52283,--,--,51163,71320,--,52718,--,--,51089,57570,55608,113940,--,178565,88986,--,--
"E258  Maharaja Institute of Technology  THANDAVAPURA, MYSORE",CE Civil,129402,--,151579,118947,--,--,165877,--,--,144156,--,--,114080,--,--,112315,128987,122455,130050,170831,150328,134925,170984,151259
"E258  Maharaja Institute of Technology  THANDAVAPURA, MYSORE",CS Computers,38755,--,--,37641,67871,41006,30769,--,55052,27774,--,41459,30163,--,39672,25906,35571,28640,53948,78652,73889,36309,--,90268
"E258  Maharaja Institute of Technology  THANDAVAPURA, MYSORE",EC Electronics,57231,--,--,48579,56545,53085,53148,55986,--,47798,--,62068,47786,--,68469,44008,49589,51220,78413,--,94671,67396,--,--
"E258  Maharaja Institute of Technology  THANDAVAPURA, MYSORE",ME Mechanical,156529,--,212797,140878,--,--,--,--,--,143541,--,176553,102135,--,170119,100901,144462,113302,162062,--,--,147480,--,--
"E259  Sir M.V School of Architecture  Hunasamaranahalli, Bangalore",AR Architecture,--,--,--,407,--,--,--,--,--,--,--,--,--,--,--,277,--,--,--,--,--,--,--,--
E260  Nitte School of Architecture  YELAHANKA BANGALORE,AR Architecture,--,--,--,407,--,--,311,--,--,318,--,--,416,--,--,224,--,--,498,--,--,--,--,--
E260  Nitte School of Architecture  YELAHANKA BANGALORE,DG DESIGN,122070,--,--,142883,--,205804,124580,--,--,116478,--,--,117600,--,--,109218,139471,118362,203331,--,--,118701,--,--
E260  Nitte School of Architecture  YELAHANKA BANGALORE,UP Planning,--,--,--,69282,--,103265,102064,--,--,58270,--,--,104034,--,--,56105,--,141654,107133,--,--,--,--,--
E260  Nitte School of Architecture  YELAHANKA BANGALORE,UR Planning,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,220131,--,--,--,--,--,--,--,--
E261  Angadi School of Architecture  BELAGAVI,AR Architecture,--,--,--,462,--,--,--,--,--,--,--,--,--,--,--,405,--,--,--,--,--,--,--,--
E262  Brindavan College of Architecture  Bangalore,AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E263  School of Planning and Architecture  Mysore,AR Architecture,--,--,--,--,--,--,421,--,--,--,--,--,380,--,--,332,--,--,502,--,--,469,--,--
E263  School of Planning and Architecture  Mysore,LA B Plan,--,--,--,162734,--,182180,--,--,--,146938,--,--,168129,--,--,134466,--,172842,171660,--,--,--,--,--
E263  School of Planning and Architecture  Mysore,UP Planning,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,179667,--,--,--,--,--,--,--,--
"E264  Basava Engineering School of Technology  Zalaki, Vijaypura Dist.",CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,149327,--,--,--,--,--,--,--,--
"E264  Basava Engineering School of Technology  Zalaki, Vijaypura Dist.",CS Computers,79199,--,--,85497,--,89654,79230,--,--,161064,--,--,76013,--,162423,75971,78761,83330,113062,--,128714,130935,--,--
"E264  Basava Engineering School of Technology  Zalaki, Vijaypura Dist.",ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E265  Jain College of Engineering and Technology  Hubballi,AI ArtificialIntelligence,52873,--,--,55440,--,61747,55768,102943,--,52382,--,--,47637,--,--,44016,49374,56727,115164,--,142184,108639,--,--
E265  Jain College of Engineering and Technology  Hubballi,CE Civil,131694,--,--,127716,--,--,111569,--,--,162421,205923,--,112991,--,--,101516,105123,151728,119501,--,--,210158,--,--
E265  Jain College of Engineering and Technology  Hubballi,CS Computers,38558,--,40900,37949,46074,41800,32049,--,42629,39348,--,--,32926,--,41017,30165,33525,36358,64204,84932,96947,45234,--,98399
E265  Jain College of Engineering and Technology  Hubballi,EC Electronics,43528,--,73953,39691,50988,54625,39567,67265,--,41149,--,--,37542,--,--,36822,42182,47685,75556,--,101537,104100,111587,--
E265  Jain College of Engineering and Technology  Hubballi,ME Mechanical,--,--,--,151076,--,--,--,--,--,--,--,153739,--,--,--,135785,--,141674,208852,--,--,244690,--,--
"E266  BMS College of Architecture  BMSCE Campus,Bangalore",AR Architecture,96,--,--,69,--,273,128,--,--,88,--,--,70,--,--,18,170,187,420,--,443,366,--,--
"E267  Sir M V School of Architecture  Hunasamaranahalli, Bangalore",AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E268  R N S School Of Architecture  Bangalore,AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"E269  Jain College of Engineering and Research  Udyambhag, Belgaum","CA CS (AI, MachineLearning)",55560,--,--,61901,--,88093,56816,103230,--,72563,--,--,54391,--,--,53216,59836,63455,132007,180879,193989,169268,--,--
"E269  Jain College of Engineering and Research  Udyambhag, Belgaum",CE Civil,--,--,--,166167,--,--,--,--,--,--,--,183517,148335,--,--,146732,--,149406,191082,--,--,236029,--,--
"E269  Jain College of Engineering and Research  Udyambhag, Belgaum",CS Computers,37023,--,64556,40563,41398,45605,43597,--,44325,39936,64951,--,36769,--,39493,35884,36276,36364,77178,95946,79145,45293,--,105648
"E269  Jain College of Engineering and Research  Udyambhag, Belgaum",EC Electronics,46925,--,82235,55262,59602,58066,45925,--,99129,49378,94998,--,46340,--,--,44546,49146,48028,116006,--,142658,181992,--,--
"E269  Jain College of Engineering and Research  Udyambhag, Belgaum",ME Mechanical,181933,--,--,145562,--,--,149998,--,--,242331,--,--,135804,--,--,135340,145050,159803,263051,--,269845,--,--,--
"E271  East West School of Architecture  Near Anjanagar,Bangalore",AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,481,--,--,--,--,--,--,--,--
"E272  Government Engineering College  Talakal,Koppal",CE Civil,80386,--,--,106131,167376,200511,80895,--,--,187267,--,--,80567,--,93579,65286,74008,68954,80257,--,--,205727,--,221514
"E272  Government Engineering College  Talakal,Koppal",CS Computers,37136,--,--,45573,--,--,59319,--,--,37322,--,99948,33797,--,--,32730,47006,40260,62919,72527,78213,61545,--,55658
"E272  Government Engineering College  Talakal,Koppal",EC Electronics,83170,--,100729,63366,--,86534,61219,--,89152,77029,--,82218,58935,--,80893,51333,57371,58081,92024,138130,151138,90840,--,--
"E272  Government Engineering College  Talakal,Koppal",EE Electrical,83267,--,126124,85634,114575,98322,94048,--,109424,100134,--,110797,75305,--,--,64032,93196,81418,79460,164393,99903,86717,--,--
"E272  Government Engineering College  Talakal,Koppal",ME Mechanical,--,--,--,190648,--,--,232253,--,--,198474,--,--,211136,--,--,172974,--,190268,257253,264577,268322,--,--,--
"E273  Government Engineering College  Viprasainagar, Gangavathi",CE Civil,146116,--,--,151509,--,152738,96448,--,--,114464,--,--,97215,--,128321,91533,98852,116163,106583,--,121392,99329,--,--
"E273  Government Engineering College  Viprasainagar, Gangavathi",CS Computers,49825,--,--,49846,62476,63389,66477,--,--,56730,--,--,47573,--,--,47541,63024,47557,63131,71730,87685,81543,--,52972
"E273  Government Engineering College  Viprasainagar, Gangavathi",EC Electronics,88404,--,111403,77889,115865,85457,84663,--,--,76648,--,87753,70660,--,85918,66251,66555,73625,96704,123785,124933,85867,--,--
"E273  Government Engineering College  Viprasainagar, Gangavathi",EE Electrical,104067,--,166651,108817,123215,148798,125894,--,215074,99213,--,--,87640,--,--,86809,119126,107782,116598,175505,126737,101796,156297,196956
"E273  Government Engineering College  Viprasainagar, Gangavathi",ME Mechanical,237000,--,--,225481,--,--,--,--,--,233526,--,--,223941,--,245242,154154,211684,216596,263835,--,--,253248,--,--
"E274  Government Engineering College  Moselehosahalli,Hassan",CE Civil,121965,--,126278,115124,193238,134652,130330,--,--,96921,--,--,93228,111058,100265,89442,93858,100036,105457,212575,109757,110600,--,235005
"E274  Government Engineering College  Moselehosahalli,Hassan",CS Computers,47042,50804,72516,36957,--,38846,39032,--,44617,35685,--,53707,36182,--,40726,33383,33421,36842,50713,71658,51572,43365,91098,83783
"E274  Government Engineering College  Moselehosahalli,Hassan",EC Electronics,59882,--,61357,66407,79648,68995,71891,87308,91341,49933,--,55661,51159,--,85641,48473,51730,51031,76510,109387,79133,56474,--,--
"E274  Government Engineering College  Moselehosahalli,Hassan",EE Electrical,78880,126151,113456,84862,91041,92959,103368,--,139325,73145,--,--,74938,100488,--,72197,75868,80142,98075,134195,125505,84086,--,118656
"E274  Government Engineering College  Moselehosahalli,Hassan",ME Mechanical,169588,--,--,178206,--,244226,147805,--,--,134226,--,--,143988,199501,205741,132053,135887,139096,166010,179467,181303,152465,--,--
"E275  R V Institute of Technology and Management  JP Nagar, Bengaluru",CS Computers,6173,--,15334,9875,18239,13127,8640,--,29232,5674,--,--,6573,--,10905,4241,8029,10311,32992,44669,46972,19997,--,53681
"E275  R V Institute of Technology and Management  JP Nagar, Bengaluru",EC Electronics,17836,--,26007,12502,45088,26195,23940,--,--,11301,27409,19057,10877,--,--,9224,22349,16289,49385,--,75019,30218,--,--
"E275  R V Institute of Technology and Management  JP Nagar, Bengaluru",IE Info.Science,9231,34308,33006,10668,--,15580,11203,60972,31602,7481,--,18827,10333,--,--,6547,18171,14203,37574,--,64752,23533,--,--
E276  Dayananda Sagar College of Architecture  Bangalore,AR Architecture,444,--,--,314,--,--,202,--,--,195,--,--,286,--,--,146,--,478,--,--,--,--,--,--
"E278  Visvesvaraya Technological University  Muddenahalli,Chickkaballapur",AE Aeronaut.Engg,61229,70651,72629,72348,--,85947,63986,83530,--,61867,--,78878,58804,--,--,50940,58904,67817,96253,--,97039,80534,--,--
"E278  Visvesvaraya Technological University  Muddenahalli,Chickkaballapur",BB B Tech in EC,129401,--,--,115829,156410,121201,107440,--,--,99487,--,121709,105522,--,--,91123,123004,107504,178963,224198,202773,130401,--,242645
"E278  Visvesvaraya Technological University  Muddenahalli,Chickkaballapur",BW B Tech in CS,94254,--,105892,102767,122402,110845,111221,--,115004,83642,--,88667,84520,94091,88114,77364,86375,87078,167730,175550,185530,174495,195627,183173
"E278  Visvesvaraya Technological University  Muddenahalli,Chickkaballapur",BZ B Tech in DS,115658,--,--,113161,--,116312,106257,--,--,99747,--,--,100284,--,111509,97791,100783,111138,189634,195953,196584,179405,--,198825
"E278  Visvesvaraya Technological University  Muddenahalli,Chickkaballapur",CL B Tech in EO,139465,--,--,131803,--,133571,132321,--,--,109228,--,--,127275,--,144372,108181,113658,126111,219220,--,239173,216338,--,--
"E278  Visvesvaraya Technological University  Muddenahalli,Chickkaballapur",DH B Tech in RAI,137909,172242,--,129903,--,132270,126359,--,255046,112305,--,--,110825,--,--,106306,114423,122343,159835,--,186030,239885,--,269099
"E278  Visvesvaraya Technological University  Muddenahalli,Chickkaballapur",ES Electronics andComputer,117036,--,154954,109203,127064,118734,118413,--,--,95687,--,--,96333,--,103223,90749,93694,95956,151820,167522,193194,151128,--,188255
"E278  Visvesvaraya Technological University  Muddenahalli,Chickkaballapur","MM Mechanical,Smart Manf.",84611,--,--,93075,--,138035,99872,--,--,81269,--,--,76757,--,--,68510,130234,82008,87293,--,97608,101222,--,--
"E278  Visvesvaraya Technological University  Muddenahalli,Chickkaballapur",ZA B TECH INAERONAUT. ENGG.,149729,--,150187,130337,--,131635,126054,--,--,89711,134587,--,117099,--,--,86491,111309,129933,193893,--,208916,221845,--,223813
"E278  Visvesvaraya Technological University  Muddenahalli,Chickkaballapur",ZT B.TECH. INMECH.SMAR.MANU,--,--,--,188789,--,216793,180932,--,--,184706,--,--,161256,--,--,149125,201949,151358,240161,256476,--,--,--,--
E279  Visvesvaraya Technological University  Belgaum,BG B Tech in AD,73330,--,--,76286,80511,81876,63600,93149,82193,80506,--,86953,59500,--,67680,53956,56457,65192,155639,166673,177810,175126,--,194824
E279  Visvesvaraya Technological University  Belgaum,BW B Tech in CS,46385,--,54808,48541,51141,52176,47370,--,82083,49892,--,58604,40336,49910,44837,37388,41214,43504,110446,118588,130070,124510,--,173076
E279  Visvesvaraya Technological University  Belgaum,CB Comp. Sc. andBus Sys.,17695,186359,--,17214,49587,22201,17950,--,71220,27100,--,--,17651,--,41994,14036,35519,20170,46283,55996,54689,19057,--,189369
E279  Visvesvaraya Technological University  Belgaum,CL B Tech in EO,92421,95429,--,77149,--,77235,82697,--,--,102180,--,--,64637,--,--,61782,62456,68728,163814,--,228787,216659,--,223299
E279  Visvesvaraya Technological University  Belgaum,CM B Tech in EV,132120,--,173224,107342,--,119669,122770,--,--,112552,--,--,101471,--,--,88149,93010,107429,211892,226530,231078,200507,--,203860
E279  Visvesvaraya Technological University  Belgaum,CS Computers,25785,--,39566,26015,28247,28503,29024,33695,--,29217,--,29260,25427,--,--,20281,20656,22675,47317,--,51827,57988,--,--
E279  Visvesvaraya Technological University  Belgaum,DF B Tech in RA,138068,--,--,121106,--,177438,126777,--,--,123488,153382,--,106294,--,--,100815,105633,134307,233805,--,--,268041,--,--
E279  Visvesvaraya Technological University  Belgaum,ES Electronics andComputer,39023,--,69116,50980,--,126994,49816,--,--,62146,164382,75672,38224,--,92790,36616,64407,45941,63334,170389,--,48075,105681,--
E279  Visvesvaraya Technological University  Belgaum,RA Robotics andAutomation,34314,--,--,33333,47387,106143,48068,--,--,37318,--,56985,27766,--,--,26735,27335,35773,54106,--,133591,84441,--,51953
E279  Visvesvaraya Technological University  Belgaum,ZO B.TECH INCS.AND BUSI.SYS,137293,--,161971,118952,121746,127530,108374,--,115664,99165,--,117665,97810,103727,115023,82932,90729,110938,208570,230984,262700,241645,271854,--
E280  G S S S School of Architecture for Women  Mysore,AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,451,--,--,--,--,--,--,--,--
"E281  Government Engineering College  Challakere,Chitradurga",AI ArtificialIntelligence,68416,--,69441,63566,--,80535,54020,94462,94347,50945,85832,84291,55059,--,60383,45113,51603,57730,68608,140461,79992,51442,69601,102297
"E281  Government Engineering College  Challakere,Chitradurga",AU Automobile,160317,--,208304,162940,176131,163245,157613,--,--,144189,--,158899,150134,--,--,129555,130063,152816,175675,212332,240437,158222,--,--
"E281  Government Engineering College  Challakere,Chitradurga",CS Computers,55187,72988,--,64386,--,67407,67316,72361,77029,63350,75028,68459,55820,--,75470,54646,59528,59422,77362,--,79726,63710,--,70804
